stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
6284,SAINT-AUBIN Grand'route,,3.731130,50.802727,,
6285,VILLERS-DEUX-EGLISES Bas du village,,3.624130,50.727250,,
6286,VILLERS-DEUX-EGLISES Le chasseur,,3.642999,50.737204,,
6287,VILLERS-DEUX-EGLISES Bas du village,,3.624026,50.727354,,
6288,OLLOY-SUR-VIROIN Eglise,,3.440489,50.810340,,
6289,FLORENNES Rue de Corenne,,3.718099,50.813276,,
6290,FLORENNES Dépôt TEC,,3.719165,50.817668,,
6291,FLORENNES Rue de Corenne,,3.717943,50.813311,,
6292,OIGNIES-EN-THIERACHE Route d'Olloy,,3.372482,50.818346,,
6293,FLORENNES Saint-Roch,,3.723913,50.806661,,
6294,JAMIOLLE Centre,,3.661071,50.747109,,
6295,OIGNIES-EN-THIERACHE Rue Notre-Dame,,3.363803,50.832742,,
6296,VILLERS-DEUX-EGLISES Eglise,,3.625459,50.730611,,
6297,OIGNIES-EN-THIERACHE Village de vacance,,3.367365,50.824907,,
6298,JAMIOLLE Centre,,3.661009,50.747201,,
6299,FAIROUL Route de Chastrès,,3.728214,50.732369,,
6300,FLORENNES Dépôt TEC,,3.719264,50.817319,,
6301,MORIALME Gare,,3.750690,50.789638,,
6302,FRAIRE Monument,,3.737478,50.747884,,
6303,VILLERS-DEUX-EGLISES Eglise,,3.625523,50.730382,,
6304,OLLOY-SUR-VIROIN Village,,3.441712,50.808632,,
6305,OLLOY-SUR-VIROIN Pont,,3.443496,50.809691,,
6306,FLORENNES Quartier Saint-Paul,,3.716302,50.814948,,
6307,LE MESNIL Centre,,3.374570,50.851372,,
6308,CHAUMONT Eglise,,3.690557,50.813599,,
6309,FLORENNES Place verte,,3.720873,50.810712,,
6310,FLORENNES Quartier Saint-Paul,,3.716603,50.814743,,
6311,FLORENNES Zoning,,3.739874,50.816537,,
6312,OLLOY-SUR-VIROIN Village,,3.441890,50.808666,,
6313,FLORENNES Rue des Houillières,,3.714316,50.817948,,
6314,OLLOY-SUR-VIROIN Pré des velus,,3.430074,50.810724,,
6315,SAINT-AUBIN De groote,,3.743764,50.794276,,
6316,FLORENNES Carrières Berthe,,3.719730,50.823615,,
6317,OIGNIES-EN-THIERACHE Place communale,,3.364410,50.830099,,
6318,OIGNIES-EN-THIERACHE Rue Notre-Dame,,3.363953,50.832715,,
6319,FAIROUL Centre,,3.729869,50.735200,,
6320,OIGNIES-EN-THIERACHE Baty,,3.357770,50.832126,,
6321,OIGNIES-EN-THIERACHE Baty,,3.357564,50.831986,,
6322,FLORENNES Place de la Chapelle,,3.724749,50.811353,,
6323,FLORENNES Pavillon gare,,3.749892,50.821033,,
6324,VILLERS-DEUX-EGLISES Le chasseur,,3.643152,50.737375,,
6325,SAINT-AUBIN De groote,,3.743304,50.794768,,
6326,OLLOY-SUR-VIROIN Pont,,3.443375,50.809841,,
6327,FLORENNES Ferme pavillon,,3.756558,50.823794,,
6328,FLORENNES Gare d'autobus,,3.725462,50.813621,,
6329,AGIMONT Bois Lambot,,3.582421,50.938542,,
6330,YVES-GOMEZEE Eglise,,3.704239,50.739024,,
6331,DOISCHE Poste,,3.540709,50.900178,,
6332,YVES-GOMEZEE Maison du garde,,3.715818,50.769950,,
6333,DOISCHE Ecoles,,3.538934,50.896560,,
6334,DOISCHE Calvaire,,3.543345,50.903343,,
6335,AGIMONT Monument,,3.582338,50.932547,,
6336,YVES-GOMEZEE La reinette,,3.716356,50.764829,,
6337,FRAIRE Barrière,,3.742517,50.745930,,
6338,AGIMONT Paradou,,3.564375,50.937474,,
6339,YVES-GOMEZEE Gare,,3.700485,50.737948,,
6340,DOISCHE Quatre coins,,3.562805,50.909134,,
6341,GOCHENEE Route de Vodelée,,3.610602,50.906496,,
6342,YVES-GOMEZEE Rue Fontaine,,3.698359,50.743146,,
6343,DOISCHE La Jonquiere,,3.548572,50.905368,,
6344,DOISCHE Passage à niveau,,3.554484,50.906906,,
6345,VAUCELLES Eglise,,3.502967,50.897461,,
6346,GIMNEE Chapelle hermitage,,3.529254,50.882343,,
6347,GOCHENEE Route de Vodelée,,3.610733,50.906387,,
6348,DOISCHE Ecoles,,3.539063,50.896881,,
6349,DOISCHE Route de vodelée,,3.567029,50.888614,,
6350,AGIMONT Rond Tienne,,3.591689,50.921347,,
6351,GIMNEE Village,,3.536089,50.881157,,
6352,YVES-GOMEZEE Gare,,3.700804,50.738194,,
6353,DOISCHE La Jonquiere,,3.548531,50.905469,,
6354,AGIMONT Au gros sabot,,3.570065,50.940161,,
6355,FRAIRE Barrière,,3.742525,50.746055,,
6356,AGIMONT Chapelle,,3.587251,50.930397,,
6357,DOISCHE Cimetière,,3.537322,50.893042,,
6358,GIMNEE Ecole,,3.534583,50.882905,,
6359,AGIMONT Café St-Georges,,3.583283,50.934840,,
6360,DOISCHE Poste,,3.540708,50.900287,,
6361,AGIMONT Bois des fagnes,,3.561428,50.921829,,
6362,AGIMONT Hôtel des tilleuls,,3.559381,50.932209,,
6363,FRAIRE Minière,,3.731541,50.738401,,
6364,AGIMONT Bois des fagnes,,3.561279,50.921388,,
6365,AGIMONT Hôtel des tilleuls,,3.560134,50.932747,,
6366,DOISCHE Route de givet,,3.564111,50.904870,,
6367,GIMNEE Eglise,,3.533094,50.879400,,
6368,GOCHENEE Route de Soulme,,3.614726,50.908333,,
6369,AGIMONT Café St-Georges,,3.583236,50.934484,,
6370,YVES-GOMEZEE Maison du garde,,3.716053,50.769358,,
6371,DOISCHE Bois du Fir,,3.539111,50.899499,,
6372,DOISCHE Route de vodelée,,3.566582,50.889825,,
6373,GOCHENEE Route de Soulme,,3.614157,50.908200,,
6374,DOISCHE Cimetière,,3.537409,50.892867,,
6375,DOISCHE Bois du Fir,,3.538647,50.899016,,
6376,DOISCHE Bois du Fir,,3.538211,50.899328,,
6377,AGIMONT Route de Rosée,,3.575398,50.942566,,
6378,AGIMONT Ancienne gare,,3.576480,50.935816,,
6379,AGIMONT Monument,,3.581930,50.932246,,
6380,DOISCHE Route de givet,,3.564262,50.904793,,
6381,GIMNEE Ecole,,3.535376,50.882686,,
6382,AGIMONT Bois Lambot,,3.582237,50.938478,,
6383,AGIMONT Rond Tienne,,3.591977,50.921291,,
6384,GIMNEE Eglise,,3.533124,50.879271,,
6385,VAUCELLES Eglise,,3.502976,50.897103,,
6386,GIMNEE Village,,3.535328,50.880715,,
6387,YVES-GOMEZEE Rue Fontaine,,3.698466,50.742944,,
6388,AGIMONT Paradou,,3.564547,50.937394,,
6389,GIMNEE Chapelle hermitage,,3.528981,50.882328,,
6390,DOISCHE Calvaire,,3.543461,50.903700,,
6391,YVES-GOMEZEE La reinette,,3.716530,50.765139,,
6392,YVES-GOMEZEE Gare,,3.700213,50.738050,,
6393,DOISCHE Passage à niveau,,3.553938,50.906639,,
6394,YVES-GOMEZEE Champ de courses,,3.702108,50.737805,,
6395,YVES-GOMEZEE Pont berlanger,,3.702997,50.747187,,
6396,YVES-GOMEZEE Rue Neuve,,3.711542,50.749186,,
6397,AGIMONT Hôtel des tilleuls,,3.559108,50.932673,,
6398,AGIMONT Hôtel des tilleuls,,3.559911,50.932283,,
6399,YVES-GOMEZEE Champ de courses,,3.702379,50.737693,,
6400,DOISCHE Quatre coins,,3.562829,50.908996,,
6401,AGIMONT Ancienne gare,,3.576856,50.935581,,
6402,GOCHENEE Carrière,,3.606256,50.914509,,
6403,AGIMONT Au gros sabot,,3.569993,50.940074,,
6404,AGIMONT Chapelle,,3.587137,50.930254,,
6405,FRAIRE Minière,,3.731878,50.738555,,
6406,YVES-GOMEZEE Gare,,3.700741,50.738355,,
6407,GOCHENEE Carrière,,3.606185,50.914820,,
6408,AGIMONT Route de Rosée,,3.575935,50.942484,,
6409,YVES-GOMEZEE Eglise,,3.704396,50.738845,,
6410,MATAGNE-LA-GRANDE Gare,,3.520544,50.817467,,
6411,AUBLAIN Pont,,3.431222,50.684289,,
6412,FAGNOLLE Ferme Belleflamme,,3.487964,50.769659,,
6413,VAUCELLES Rue des carrières,,3.506408,50.893943,,
6414,VAUCELLES Rue de la grotte,,3.500996,50.894373,,
6415,MARIEMBOURG Route de Philippeville,,3.480254,50.747742,,
6416,COUVIN Pernelle,,3.378976,50.737933,,
6417,DOURBES Trois vallées,,3.459471,50.778080,,
6418,MATAGNE-LA-PETITE Eglise,,3.512517,50.835027,,
6419,NISMES Baty,,3.436809,50.772700,,
6420,AUBLAIN Sur les forêts,,3.423732,50.688834,,
6421,DAILLY Chapelle,,3.414284,50.698697,,
6422,NISMES Saint-Joseph,,3.426362,50.776655,,
6423,VAUCELLES Rue de la grotte,,3.500315,50.893734,,
6424,FAGNOLLE Rue Bois du mont,,3.494252,50.787990,,
6425,VAUCELLES Rue des carrières,,3.506175,50.893958,,
6426,ROMEREE Eglise,,3.538326,50.854331,,
6427,BOUSSU-EN-FAGNE La Motte,,3.449653,50.724785,,
6428,ROMEREE Gare,,3.546332,50.857104,,
6429,BOUSSU-EN-FAGNE Villas,,3.449446,50.727696,,
6430,GIMNEE Fonds Marie,,3.530375,50.884492,,
6431,GIMNEE Fonds Marie,,3.530439,50.884360,,
6432,AUBLAIN Galoperie,,3.438491,50.679957,,
6433,BOUSSU-EN-FAGNE Eglise,,3.446445,50.722703,,
6434,DOURBES Tanneries,,3.459942,50.783855,,
6435,MARIEMBOURG Route de Philippeville,,3.480317,50.747483,,
6436,MARIEMBOURG Dépôt TEC,,3.468306,50.755245,,
6437,MATAGNE-LA-GRANDE Rue de la Gare,,3.511063,50.820979,,
6438,ROMEREE Eglise,,3.538184,50.854215,,
6439,NISMES Saint-Roch,,3.452143,50.773494,,
6440,FAGNOLLE Place,,3.492670,50.784806,,
6441,ROMEREE Bois licot,,3.556028,50.859816,,
6442,DAILLY Place,,3.419258,50.699523,,
6443,NISMES Saint-Joseph,,3.426772,50.775853,,
6444,MATAGNE-LA-PETITE Ecole,,3.506197,50.836122,,
6445,MARIEMBOURG Dépôt TEC,,3.468294,50.755137,,
6446,FAGNOLLE Ferme Belleflamme,,3.488312,50.769726,,
6447,MARIEMBOURG Passage à niveau,,3.478221,50.750066,,
6448,MARIEMBOURG Moulin rouge,,3.460217,50.756415,,
6449,DAILLY Les Hayettes,,3.422777,50.702366,,
6450,NISMES Baty,,3.438425,50.773574,,
6451,FAGNOLLE Rue Bois du mont,,3.493874,50.787802,,
6452,AUBLAIN Galoperie,,3.438302,50.680169,,
6453,MATAGNE-LA-GRANDE Poudreries,,3.530965,50.815386,,
6454,DAILLY Les Hayettes,,3.422479,50.702222,,
6455,DAILLY Route de Pesche,,3.419034,50.702446,,
6456,MATAGNE-LA-PETITE Eglise,,3.512063,50.835953,,
6457,DAILLY Route de Pesche,,3.419203,50.702353,,
6458,MATAGNE-LA-PETITE Eglise,,3.512390,50.835741,,
6459,MARIEMBOURG Passerelle,,3.479049,50.758750,,
6460,COUVIN Pernelle,,3.380429,50.738251,,
6461,ROMEREE Chapelle,,3.537983,50.858316,,
6462,MARIEMBOURG Chez l'Fagne,,3.473107,50.753578,,
6463,MATAGNE-LA-GRANDE Rue de la Gare,,3.511346,50.820571,,
6464,MATAGNE-LA-GRANDE Rue de la Gare,,3.511177,50.821328,,
6465,AUBLAIN Pont,,3.430437,50.684565,,
6466,DOURBES Centre,,3.470349,50.800098,,
6467,DAILLY Place,,3.419076,50.699680,,
6468,AUBLAIN Sur les forêts,,3.423299,50.688897,,
6469,DAILLY Chapelle,,3.414222,50.698435,,
6470,BOUSSU-EN-FAGNE Villas,,3.449608,50.727189,,
6471,ROMEREE Bois licot,,3.555803,50.859688,,
6472,ROMEREE Gare,,3.546163,50.856927,,
6473,MARIEMBOURG Chez l'Fagne,,3.474048,50.753633,,
6474,NISMES Allée des Orchidées,,3.449009,50.772293,,
6475,BOUSSU-EN-FAGNE La Motte,,3.449645,50.724994,,
6476,MARIEMBOURG Passage à niveau,,3.478174,50.749901,,
6477,NISMES Allée des Orchidées,,3.449052,50.772425,,
6478,MARIEMBOURG Passerelle,,3.478461,50.758266,,
6479,MARIEMBOURG Gare SNCB,,3.477508,50.757037,,
6480,MATAGNE-LA-GRANDE Poudreries,,3.531102,50.815476,,
6481,ROMEREE Chapelle,,3.537782,50.858105,,
6482,DOURBES Ferme,,3.466852,50.794634,,
6483,FAGNOLLE Place,,3.492490,50.785131,,
6484,MATAGNE-LA-GRANDE Gare,,3.520739,50.817341,,
6485,BOUSSU-EN-FAGNE Eglise,,3.445891,50.722780,,
6486,FRASNES Place du carré,,3.448961,50.747322,,
6487,PETIGNY Bouvreuils,,3.424348,50.766623,,
6488,FRASNES Monument,,3.452062,50.749623,,
6489,GONRIEUX Bas,,3.385848,50.690517,,
6490,FRASNES Route de Nismes,,3.454836,50.750871,,
6491,COUVIN La Couvinoise,,3.420515,50.737230,,
6492,FRASNES Village,,3.447099,50.747877,,
6493,GONRIEUX Résidence Kennedy,,3.400202,50.695384,,
6494,FRASNES Garage Theys,,3.458719,50.752221,,
6495,PESCHE Eglise,,3.394274,50.714065,,
6496,FRASNES Route de Nismes,,3.455203,50.750879,,
6497,GONRIEUX Bas,,3.386881,50.690487,,
6498,COUVIN Piège,,3.411428,50.742747,,
6499,THY-LE-CHATEAU Les haies de Berzée,,3.774039,50.687973,,
6500,COUVIN Lienaux,,3.426446,50.739229,,
6501,GOURDINNE Rue Belle-vue,,3.786013,50.723822,,
6502,FRASNES Monument,,3.451806,50.749646,,
6503,GONRIEUX Bas,,3.386961,50.690971,,
6504,GONRIEUX Eglise,,3.384227,50.693531,,
6505,GONRIEUX Résidence Kennedy,,3.400831,50.695450,,
6506,GONRIEUX Haut,,3.377581,50.693245,,
6507,FRASNES Cimetière,,3.443169,50.746683,,
6508,GOURDINNE Rue Belle-vue,,3.786248,50.723905,,
6509,PETIGNY Bouvreuils,,3.424400,50.766244,,
6510,PETIGNY Côte de Couvin,,3.412768,50.748336,,
6511,THY-LE-CHATEAU Ecole professionnelle,,3.773565,50.693481,,
6512,PRESGAUX Rue de Pesche,,3.371316,50.692562,,
6513,FRASNES Village,,3.447332,50.747925,,
6514,FRASNES Ry d'Haine,,3.431701,50.740772,,
6515,PRESGAUX Rue des Forges,,3.364262,50.691659,,
6516,FRASNES Garage Theys,,3.459308,50.752733,,
6517,THY-LE-CHATEAU Champ Bourdon,,3.781738,50.705075,,
6518,BRULY Place communale,,3.276794,50.757668,,
6519,GOURDINNE Rue de Chastrès,,3.784055,50.715776,,
6520,FRASNES Ry d'Haine,,3.435676,50.743220,,
6521,COUVIN La Couvinoise,,3.421063,50.737638,,
6522,FRASNES Chapelle St-Joseph,,3.444204,50.740402,,
6523,THY-LE-CHATEAU Champ Bourdon,,3.781418,50.704995,,
6524,PETIGNY Côte de Couvin,,3.412241,50.747073,,
6525,COUVIN Piège,,3.411148,50.742502,,
6526,COUVIN Lienaux,,3.425711,50.738689,,
6527,THY-LE-CHATEAU Gare,,3.773327,50.697848,,
6528,THY-LE-CHATEAU Les haies de Berzée,,3.773960,50.688638,,
6529,PRESGAUX Culot,,3.375213,50.687704,,
6530,THY-LE-CHATEAU Ecole professionnelle,,3.773977,50.693545,,
6531,PRESGAUX Village,,3.368072,50.688772,,
6532,BRULY Douane,,3.269558,50.760396,,
6533,GOURDINNE Rue de Chastrès,,3.784427,50.716197,,
6534,FRASNES Cimetière,,3.442220,50.746667,,
6535,FRASNES Chapelle St-Joseph,,3.444313,50.740327,,
6536,FRASNES Place du carré,,3.449049,50.747534,,
6537,SAINT-AUBIN Carrefour St-Fiacre,,3.714593,50.785332,,
6538,MERLEMONT Coin du bois,,3.590054,50.810860,,
6539,MERLEMONT Malplaqué,,3.591665,50.840081,,
6540,FRANCHIMONT Belle-vue,,3.621115,50.847538,,
6541,SAINT-AUBIN Carrefour St-Fiacre,,3.714119,50.784857,,
6542,HEMPTINNE Cabine,,3.686744,50.782718,,
6543,FRANCHIMONT Carrefour,,3.622313,50.828073,,
6544,FRANCHIMONT Belle-vue,,3.621005,50.847302,,
6545,BRULY-DE-PESCHE La Forestière,,3.341594,50.726562,,
6546,VILLERS-LE-GAMBON Gare,,3.625757,50.814040,,
6547,VODECEE Place,,3.636900,50.801678,,
6548,PETITE-CHAPELLE Douane,,3.244177,50.746481,,
6549,VODECEE Route de Givet,,3.631009,50.800631,,
6550,CUL-DES-SARTS Moulin,,3.249848,50.715265,,
6551,PETITE-CHAPELLE Route de Cul des Sarts,,3.249826,50.729947,,
6552,PETITE-CHAPELLE Douane,,3.244367,50.746204,,
6553,MERLEMONT Ferme d'Hepnimont,,3.599056,50.827418,,
6554,ROMEDENNE Bois du Four,,3.577662,50.856331,,
6555,MERLEMONT Route de villers-en-fagne,,3.598105,50.811769,,
6556,SAINT-AUBIN Rue St-Fiacre,,3.716290,50.788131,,
6557,CUL-DES-SARTS Moulin,,3.250310,50.714883,,
6558,CUL-DES-SARTS Laid trou,,3.245714,50.723560,,
6559,VILLERS-LE-GAMBON Place,,3.623127,50.812416,,
6560,FRANCHIMONT Le moulin,,3.620758,50.835180,,
6561,MERLEMONT Gare,,3.597924,50.823362,,
6562,PETITE-CHAPELLE Verte place,,3.253251,50.733072,,
6563,MERLEMONT Malplaqué,,3.591591,50.839917,,
6564,VODECEE Route de Givet,,3.631196,50.800824,,
6565,FRANCHIMONT Village,,3.622858,50.830985,,
6566,MERLEMONT Carrières,,3.612920,50.820594,,
6567,VODECEE Route de Givet,,3.632106,50.801251,,
6568,MERLEMONT Place,,3.599104,50.810481,,
6569,MERLEMONT Ferme lebrun,,3.582971,50.850156,,
6570,VILLERS-LE-GAMBON Place,,3.623360,50.812486,,
6571,MERLEMONT Passage à niveau,,3.601381,50.812407,,
6572,SART-EN-FAGNE Place,,3.574703,50.818618,,
6573,SAINT-AUBIN Rue St-Fiacre,,3.716664,50.788726,,
6574,FRANCHIMONT Carrefour,,3.622143,50.828045,,
6575,MERLEMONT Ferme lebrun,,3.582787,50.850103,,
6576,MERLEMONT Place,,3.598747,50.810323,,
6577,MERLEMONT Carrières,,3.612421,50.820735,,
6578,HEMPTINNE Cabine,,3.687170,50.783058,,
6579,HEMPTINNE Château d'eau,,3.683117,50.779540,,
6580,VODECEE Route de Givet,,3.631869,50.801392,,
6581,SART-EN-FAGNE Notre-Dame,,3.580169,50.815192,,
6582,CUL-DES-SARTS Gué des Bagniaux,,3.248908,50.717908,,
6583,SART-EN-FAGNE Notre-dame,,3.581362,50.815228,,
6584,VILLERS-LE-GAMBON Gare,,3.625866,50.813925,,
6585,VODECEE Place,,3.637221,50.801682,,
6586,MERLEMONT Route de villers-en-fagne,,3.597926,50.811834,,
6587,BRULY-DE-PESCHE La Forestière 2,,3.335200,50.724249,,
6588,MERLEMONT Gare,,3.597434,50.823334,,
6589,MERLEMONT Passage à niveau,,3.601749,50.812951,,
6590,MERLEMONT Ferme d'Hepnimont,,3.598926,50.826925,,
6591,SART-EN-FAGNE Notre-dame,,3.580854,50.814954,,
6592,MERLEMONT Coin du bois,,3.589761,50.810835,,
6593,CUL-DES-SARTS Gué des Bagniaux,,3.248738,50.717889,,
6594,PETITE-CHAPELLE Verte place,,3.253063,50.733250,,
6595,ROMEDENNE Bois du Four,,3.577433,50.856337,,
6596,FRANCHIMONT Village,,3.623110,50.831184,,
6597,SART-EN-FAGNE Place,,3.574678,50.818486,,
6598,CUL-DES-SARTS Laid trou,,3.245342,50.724312,,
6599,FRANCHIMONT Le moulin,,3.620543,50.835200,,
6600,PETITE-CHAPELLE Route de Cul des Sarts,,3.249666,50.729541,,
6601,HEMPTINNE Château d'eau,,3.683498,50.779641,,
6602,VILLERS-EN-FAGNE Village,,3.554915,50.794945,,
6603,THY-LE-BAUDUIN Cabine,,3.793820,50.757078,,
6604,TARCIENNE Pavé,,3.829020,50.729677,,
6605,SOMZEE Ste-Barbe,,3.781516,50.734771,,
6606,LANEFFE Gadin,,3.762599,50.742205,,
6607,VILLERS-EN-FAGNE Rue du Grand Ry,,3.557630,50.796492,,
6608,ROMEDENNE Fontaine St-Pierre,,3.597001,50.872691,,
6609,SURICE Rue Marmont,,3.614718,50.856332,,
6610,VODELEE Rue Basse Voye,,3.594507,50.892203,,
6611,SOMZEE Dohet,,3.804325,50.731181,,
6612,LANEFFE Gadin,,3.762857,50.742233,,
6613,BERZEE Passage à niveau,,3.783000,50.679991,,
6614,TARCIENNE Barrière,,3.816124,50.730045,,
6615,LANEFFE Cité,,3.754158,50.743636,,
6616,VILLERS-EN-FAGNE Rue de Matagne,,3.548304,50.793577,,
6617,TARCIENNE Rue du Centre,,3.821594,50.743279,,
6618,ROMEDENNE Barrière,,3.571096,50.862677,,
6619,BERZEE Eglise,,3.776937,50.680812,,
6620,NEUVILLE Eglise,,3.601874,50.755541,,
6621,SOMZEE Rue l'Espenne,,3.790407,50.730156,,
6622,VILLERS-EN-FAGNE La petite Suisse,,3.568856,50.797791,,
6623,ROMEDENNE Eglise,,3.597352,50.870232,,
6624,CASTILLON Faubourg,,3.744738,50.655608,,
6625,TARCIENNE Le marais,,3.820864,50.737656,,
6626,SAUTOUR Village,,3.591372,50.782075,,
6627,SURICE Rue Marmont,,3.614666,50.856044,,
6628,BERZEE Passage à niveau,,3.783006,50.680585,,
6629,SOMZEE Dohet,,3.803804,50.731055,,
6630,TARCIENNE Centre,,3.817264,50.740698,,
6631,SAUTOUR Vieux moulin,,3.606922,50.780693,,
6632,ROMEDENNE Barrière,,3.572329,50.862527,,
6633,TARCIENNE Le marais,,3.821184,50.737711,,
6634,NEUVILLE La Quercinelle,,3.564078,50.745077,,
6635,TARCIENNE Barrière,,3.816468,50.730556,,
6636,VODELEE Rue Basse Voye,,3.594776,50.892452,,
6637,ROMEDENNE Barrière,,3.572662,50.863174,,
6638,SAUTOUR La Pompe,,3.590091,50.785797,,
6639,NEUVILLE Rue de la Salette,,3.607091,50.760106,,
6640,ROMEDENNE Rue du Moulin de Romedenne,,3.592753,50.869154,,
6641,LAUTENNE Village,,3.642392,50.857756,,
6642,TARCIENNE Carrefour,,3.816270,50.738328,,
6643,TARCIENNE Centre,,3.821680,50.743207,,
6644,SAUTOUR Haut du village,,3.599932,50.781556,,
6645,SAUTOUR Vieux moulin,,3.605644,50.780142,,
6646,ROMEDENNE Fontaine St-Pierre,,3.597020,50.872457,,
6647,TARCIENNE 5ème avenue,,3.826284,50.734238,,
6648,ROMEDENNE Gare,,3.581755,50.865342,,
6649,VODELEE Rivière Hermeton,,3.595468,50.882198,,
6650,LANEFFE Les falises,,3.772671,50.736980,,
6651,VILLERS-EN-FAGNE Rue de Matagne,,3.548306,50.793460,,
6652,SAUTOUR Gueule du loup,,3.566181,50.791439,,
6653,ROMEDENNE Barrière,,3.571379,50.863373,,
6654,TARCIENNE Pavé,,3.828750,50.729563,,
6655,NEUVILLE La Quercinelle,,3.566082,50.744000,,
6656,SAUTOUR Village,,3.591962,50.781566,,
6657,LANEFFE Cité,,3.753869,50.743673,,
6658,SAUTOUR Vieux Sautour,,3.588230,50.789426,,
6659,SOMZEE Eglise,,3.789855,50.732751,,
6660,BERZEE Gare,,3.777935,50.682752,,
6661,LANEFFE Pont N5,,3.765650,50.738733,,
6662,ROMEDENNE Eglise,,3.597185,50.869657,,
6663,SURICE Monument,,3.612636,50.866946,,
6664,VODELEE Rivière Hermeton,,3.595132,50.881691,,
6665,VILLERS-EN-FAGNE Village,,3.555003,50.794875,,
6666,LANEFFE Pont N5,,3.766072,50.738704,,
6667,SAUTOUR Haut du village,,3.599620,50.781536,,
6668,TARCIENNE Carrefour,,3.816549,50.738348,,
6669,NEUVILLE Rue de la Salette,,3.607432,50.759998,,
6670,CASTILLON Les caporaux,,3.750942,50.655507,,
6671,TARCIENNE 5ème avenue,,3.825822,50.734370,,
6672,SAUTOUR La Pompe,,3.590596,50.785270,,
6673,SOMZEE Eglise,,3.790043,50.732834,,
6674,BERZEE Eglise,,3.776916,50.680710,,
6675,SOMZEE Rue l'Espenne,,3.790370,50.730319,,
6676,LANEFFE Les falises,,3.772741,50.736810,,
6677,ROMEDENNE Rue du Moulin de Romedenne,,3.593536,50.869195,,
6678,TARCIENNE Centre,,3.817192,50.740789,,
6679,SAUTOUR Vieux Sautour,,3.588110,50.789812,,
6680,VILLERS-EN-FAGNE Rue du Grand Ry,,3.557800,50.796502,,
6681,THY-LE-BAUDUIN Cabine,,3.793966,50.756968,,
6682,THY-LE-BAUDUIN Ferme,,3.795109,50.752366,,
6683,BERZEE Ecole,,3.781644,50.679543,,
6684,THY-LE-BAUDUIN Ferme,,3.795267,50.752214,,
6685,SAUTOUR Gueule du loup,,3.566125,50.791340,,
6686,CASTILLON Les caporaux,,3.751540,50.655177,,
6687,BERZEE Ecole,,3.781628,50.679660,,
6688,SURICE Monument,,3.612924,50.867180,,
6689,BERZEE Gare,,3.777510,50.683136,,
6690,NEUVILLE Route de Samart,,3.613236,50.761846,,
6691,ROMEDENNE Gare,,3.581417,50.865382,,
6692,LAUTENNE Village,,3.642461,50.857900,,
6693,MORVILLE Forges,,3.710159,50.900977,,
6694,ROGNEE Ferme Bédoret,,3.756822,50.672143,,
6695,CASTILLON Rue de Rognée,,3.743993,50.660172,,
6696,ROSEE La cure,,3.691589,50.864578,,
6697,CASTILLON Mertenne église,,3.742900,50.657503,,
6698,ROGNEE Ferme Bédoret,,3.756494,50.672375,,
6699,ANTHEE Eglise,,3.704127,50.909726,,
6700,CINEY Biron,,3.801765,51.135793,,
6701,CORENNE Eglise,,3.723020,50.857375,,
6702,OMEZEE Eglise,,3.629979,50.869877,,
6703,CINEY Huit ponts,,3.793476,51.120042,,
6704,MORVILLE Assurance,,3.700103,50.902299,,
6705,CINEY Vivaco,,3.815568,51.141632,,
6706,CINEY Hôtel de ville,,3.791831,51.127421,,
6707,ROSEE Gendarmerie,,3.695016,50.861865,,
6708,CINEY Champs-Elysées,,3.813683,51.125538,,
6709,CINEY Rue Sauvenière,,3.792470,51.131077,,
6710,ROSEE Gendarmerie,,3.694903,50.861808,,
6711,EMPTINNE Belle-maison,,3.849077,51.128803,,
6712,HANZINELLE La vallée,,3.797912,50.775873,,
6713,FLAVION Ancienne gare vicinale,,3.712357,50.876156,,
6714,CINEY Clinique,,3.796881,51.133286,,
6715,CINEY Ecole Saint-Joseph,,3.790348,51.131290,,
6716,FLAVION La corne,,3.719144,50.882167,,
6717,HANZINELLE Place,,3.792323,50.779790,,
6718,CINEY Rue Sauvenière,,3.791903,51.130742,,
6719,CINEY Centre médical,,3.786988,51.125124,,
6720,CINEY Technobel,,3.813076,51.132672,,
6721,ANTHEE Ancienne gare vicinale,,3.704651,50.913379,,
6722,CINEY Barcenal,,3.756114,51.120869,,
6723,MORVILLE Eglise,,3.693682,50.899620,,
6724,CINEY Forges,,3.788322,51.121951,,
6725,MORVILLE Rue des Meuniers,,3.695077,50.897250,,
6726,HANZINELLE Le Sommet,,3.804459,50.773246,,
6727,FLAVION Place,,3.719306,50.879717,,
6728,EMPTINNE Champion,,3.875815,51.136701,,
6729,FLAVION Route de Falaën,,3.727612,50.889990,,
6730,CINEY Ecole Saint-Joseph,,3.790887,51.130706,,
6731,CINEY Aljoux,,3.804906,51.116819,,
6732,FLAVION Ancienne gare vicinale,,3.712660,50.876533,,
6733,ROSEE La cure,,3.691413,50.864545,,
6734,HANZINNE Place,,3.813467,50.770136,,
6735,OMEZEE Eglise,,3.629785,50.869952,,
6736,HANZINELLE La vallée,,3.797648,50.776103,,
6737,EMPTINNE Champion,,3.875808,51.136880,,
6738,CINEY Mont de la salle,,3.769232,51.115334,,
6739,HANZINELLE Le Sommet,,3.804771,50.772989,,
6740,HANZINELLE Ry Massart,,3.785828,50.782655,,
6741,HANZINNE Gendarmerie,,3.816980,50.768461,,
