shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BE.TEC.BE.TEC.B1,4.611855,50.668591,816,117.809907
BE.TEC.BE.TEC.B1,4.611898,50.668569,817,117.815276
BE.TEC.BE.TEC.B1,4.611924,50.668548,818,117.818947
BE.TEC.BE.TEC.B1,4.611946,50.668524,819,117.822572
BE.TEC.BE.TEC.B1,4.611969,50.668489,820,117.827207
BE.TEC.BE.TEC.B1,4.611992,50.668453,821,117.831970
BE.TEC.BE.TEC.B1,4.612110,50.668301,822,117.853252
BE.TEC.BE.TEC.B1,4.556704,50.667004,823,124.011938
BE.TEC.BE.TEC.B1,4.556650,50.667019,824,124.018103
BE.TEC.BE.TEC.B1,4.556611,50.667049,825,124.023591
BE.TEC.BE.TEC.B1,4.556597,50.667083,826,124.027666
BE.TEC.BE.TEC.B1,4.556597,50.667111,827,124.030768
BE.TEC.BE.TEC.B1,4.556613,50.667129,828,124.033409
BE.TEC.BE.TEC.B1,4.556648,50.667146,829,124.037755
BE.TEC.BE.TEC.B1,4.556692,50.667159,830,124.042852
BE.TEC.BE.TEC.B1,4.556725,50.667160,831,124.046520
BE.TEC.BE.TEC.B1,4.556761,50.667151,832,124.050654
BE.TEC.BE.TEC.B1,4.556798,50.667136,833,124.055154
BE.TEC.BE.TEC.B1,4.556813,50.667123,834,124.057283
BE.TEC.BE.TEC.B1,4.556824,50.667112,835,124.059009
BE.TEC.BE.TEC.B1,4.556830,50.667096,836,124.060914
BE.TEC.BE.TEC.B1,4.612788,50.666956,837,130.279239
BE.TEC.BE.TEC.B1,4.612836,50.667138,838,130.300069
BE.TEC.BE.TEC.B1,4.612875,50.667281,839,130.316526
BE.TEC.BE.TEC.B1,4.612787,50.666956,840,130.353781
BE.TEC.BE.TEC.B1,4.612711,50.666802,841,130.372924
BE.TEC.BE.TEC.B1,4.612569,50.666453,842,130.414621
BE.TEC.BE.TEC.B1,4.612496,50.666255,843,130.438025
BE.TEC.BE.TEC.B1,4.612464,50.665774,844,130.491408
BE.TEC.BE.TEC.B1,4.612475,50.665706,845,130.499094
BE.TEC.BE.TEC.B1,4.612589,50.665360,846,130.539374
BE.TEC.BE.TEC.B1,4.612775,50.664904,847,130.593961
BE.TEC.BE.TEC.B1,4.612954,50.664671,848,130.626544
BE.TEC.BE.TEC.B1,4.613035,50.664564,849,130.641513
BE.TEC.BE.TEC.B1,4.613244,50.664298,850,130.678914
BE.TEC.BE.TEC.B1,4.613356,50.664136,851,130.700779
BE.TEC.BE.TEC.B1,4.613403,50.664010,852,130.715667
BE.TEC.BE.TEC.B1,4.613529,50.663624,853,130.760670
BE.TEC.BE.TEC.B1,4.613566,50.663496,854,130.775478
BE.TEC.BE.TEC.B1,4.556830,50.667096,855,137.092871
BE.TEC.BE.TEC.B1,4.556822,50.667056,856,137.097392
BE.TEC.BE.TEC.B1,4.556792,50.667026,857,137.102084
BE.TEC.BE.TEC.B1,4.556751,50.667009,858,137.107003
BE.TEC.BE.TEC.B1,4.556704,50.667004,859,137.112278
BE.TEC.BE.TEC.B1,4.612875,50.667281,860,143.354338
BE.TEC.BE.TEC.B1,4.612875,50.667281,861,143.354388
BE.TEC.BE.TEC.B1,4.612875,50.667281,862,143.354438
BE.TEC.BE.TEC.B1,4.612875,50.667281,863,143.354441
BE.TEC.BE.TEC.B1,4.612890,50.667328,864,143.359841
BE.TEC.BE.TEC.B1,4.612908,50.667368,865,143.364707
BE.TEC.BE.TEC.B1,4.612977,50.667510,866,143.382284
BE.TEC.BE.TEC.B1,4.612988,50.667532,867,143.384961
BE.TEC.BE.TEC.B1,4.613007,50.667592,868,143.392001
BE.TEC.BE.TEC.B1,4.613011,50.667653,869,143.398694
BE.TEC.BE.TEC.B1,4.613004,50.667695,870,143.403433
BE.TEC.BE.TEC.B1,4.612988,50.667739,871,143.408658
BE.TEC.BE.TEC.B1,4.612988,50.667739,872,143.408658
BE.TEC.BE.TEC.B1,4.612914,50.667732,873,143.416871
BE.TEC.BE.TEC.B1,4.612834,50.667724,874,143.425870
BE.TEC.BE.TEC.B1,4.612706,50.667723,875,143.440005
BE.TEC.BE.TEC.B1,4.612572,50.667733,876,143.455009
BE.TEC.BE.TEC.B1,4.612396,50.667769,877,143.474973
BE.TEC.BE.TEC.B1,4.612367,50.667778,878,143.478307
BE.TEC.BE.TEC.B1,4.612988,50.667739,879,143.547410
BE.TEC.BE.TEC.B1,4.613079,50.667761,880,143.557850
BE.TEC.BE.TEC.B1,4.613155,50.667787,881,143.566714
BE.TEC.BE.TEC.B1,4.613233,50.667831,882,143.576696
BE.TEC.BE.TEC.B1,4.613253,50.667849,883,143.579752
BE.TEC.BE.TEC.B1,4.613361,50.667947,884,143.595839
BE.TEC.BE.TEC.B1,4.613532,50.668116,885,143.622529
BE.TEC.BE.TEC.B1,4.613856,50.668453,886,143.674409
BE.TEC.BE.TEC.B1,4.614038,50.668662,887,143.705148
BE.TEC.BE.TEC.B1,4.614325,50.668956,888,143.750754
BE.TEC.BE.TEC.B1,4.614483,50.669099,889,143.774349
BE.TEC.BE.TEC.B1,4.614514,50.669211,890,143.787269
BE.TEC.BE.TEC.B1,4.614492,50.669272,891,143.794432
BE.TEC.BE.TEC.B1,4.614438,50.669337,892,143.803791
BE.TEC.BE.TEC.B1,4.614387,50.669374,893,143.810722
BE.TEC.BE.TEC.B1,4.614343,50.669402,894,143.816582
BE.TEC.BE.TEC.B1,4.614333,50.669408,895,143.817848
BE.TEC.BE.TEC.B1,4.614222,50.669477,896,143.832347
BE.TEC.BE.TEC.B1,4.613973,50.669610,897,143.863669
BE.TEC.BE.TEC.B1,4.613906,50.669646,898,143.872139
BE.TEC.BE.TEC.B1,4.613812,50.669696,899,143.884007
BE.TEC.BE.TEC.B1,4.613691,50.669752,900,143.898804
BE.TEC.BE.TEC.B1,4.613605,50.669779,901,143.908814
BE.TEC.BE.TEC.B1,4.613552,50.669793,902,143.914843
BE.TEC.BE.TEC.B1,4.613526,50.669799,903,143.917902
BE.TEC.BE.TEC.B1,4.613476,50.669809,904,143.923508
BE.TEC.BE.TEC.B1,4.613050,50.669781,905,143.970932
BE.TEC.BE.TEC.B1,4.612914,50.669776,906,143.986064
BE.TEC.BE.TEC.B1,4.612625,50.669766,907,144.018254
BE.TEC.BE.TEC.B1,4.612521,50.669771,908,144.029835
BE.TEC.BE.TEC.B1,4.612373,50.669778,909,144.046255
BE.TEC.BE.TEC.B1,4.612232,50.669807,910,144.062227
BE.TEC.BE.TEC.B1,4.612170,50.669831,911,144.069703
BE.TEC.BE.TEC.B1,4.612130,50.669852,912,144.074675
BE.TEC.BE.TEC.B1,4.612083,50.669877,913,144.080568
BE.TEC.BE.TEC.B1,4.612033,50.669912,914,144.087332
BE.TEC.BE.TEC.B1,4.611997,50.669948,915,144.093028
BE.TEC.BE.TEC.B1,4.611977,50.670011,916,144.100345
BE.TEC.BE.TEC.B1,4.612113,50.670222,917,144.128160
BE.TEC.BE.TEC.B1,4.612188,50.670332,918,144.142862
BE.TEC.BE.TEC.B1,4.612239,50.670501,919,144.162460
BE.TEC.BE.TEC.B1,4.612239,50.670577,920,144.170823
BE.TEC.BE.TEC.B1,4.612217,50.670634,921,144.177608
BE.TEC.BE.TEC.B1,4.612160,50.670698,922,144.187147
BE.TEC.BE.TEC.B1,4.612045,50.670756,923,144.201411
BE.TEC.BE.TEC.B1,4.611859,50.670804,924,144.222766
BE.TEC.BE.TEC.B1,4.611790,50.670821,925,144.230691
BE.TEC.BE.TEC.B1,4.611683,50.670839,926,144.242733
BE.TEC.BE.TEC.B1,4.611290,50.670905,927,144.286994
BE.TEC.BE.TEC.B1,4.611226,50.670908,928,144.294147
BE.TEC.BE.TEC.B1,4.611170,50.670904,929,144.300329
BE.TEC.BE.TEC.B1,4.612367,50.667778,930,144.671260
BE.TEC.BE.TEC.B1,4.612306,50.667689,931,144.683240
BE.TEC.BE.TEC.B1,4.612242,50.667491,932,144.706268
BE.TEC.BE.TEC.B1,4.612292,50.667400,933,144.717844
BE.TEC.BE.TEC.B1,4.612418,50.667321,934,144.734237
BE.TEC.BE.TEC.B1,4.612875,50.667281,935,144.785216
BE.TEC.BE.TEC.B1,4.612367,50.667778,936,144.864000
BE.TEC.BE.TEC.B1,4.612323,50.667792,937,144.869186
BE.TEC.BE.TEC.B1,4.612251,50.667820,938,144.877730
BE.TEC.BE.TEC.B1,4.612213,50.667852,939,144.883283
BE.TEC.BE.TEC.B1,4.612175,50.667899,940,144.890005
BE.TEC.BE.TEC.B1,4.612149,50.667985,941,144.899916
BE.TEC.BE.TEC.B1,4.612137,50.668043,942,144.906460
BE.TEC.BE.TEC.B1,4.612137,50.668042,943,144.906498
BE.TEC.BE.TEC.B1,4.612122,50.668115,944,144.914737
BE.TEC.BE.TEC.B1,4.612110,50.668301,945,144.935328
BE.TEC.BE.TEC.B1,4.609041,50.669354,946,145.295792
BE.TEC.BE.TEC.B1,4.608903,50.669258,947,145.314455
BE.TEC.BE.TEC.B1,4.608733,50.669138,948,145.337559
BE.TEC.BE.TEC.B1,4.608430,50.668905,949,145.379989
BE.TEC.BE.TEC.B1,4.608316,50.668824,950,145.395448
BE.TEC.BE.TEC.B1,4.608113,50.668672,951,145.423677
BE.TEC.BE.TEC.B1,4.607957,50.668552,952,145.445512
BE.TEC.BE.TEC.B1,4.607848,50.668472,953,145.460557
BE.TEC.BE.TEC.B1,4.607635,50.668334,954,145.488688
BE.TEC.BE.TEC.B1,4.607531,50.668290,955,145.501251
BE.TEC.BE.TEC.B1,4.607318,50.668209,956,145.526492
BE.TEC.BE.TEC.B1,4.607200,50.668188,957,145.539817
BE.TEC.BE.TEC.B1,4.607148,50.668183,958,145.545708
BE.TEC.BE.TEC.B1,4.606908,50.668156,959,145.572517
BE.TEC.BE.TEC.B1,4.606724,50.668147,960,145.592986
BE.TEC.BE.TEC.B1,4.606446,50.668130,961,145.623950
BE.TEC.BE.TEC.B1,4.606262,50.668112,962,145.644489
BE.TEC.BE.TEC.B1,4.606148,50.668095,963,145.657232
BE.TEC.BE.TEC.B1,4.605988,50.668050,964,145.675752
BE.TEC.BE.TEC.B1,4.605884,50.668014,965,145.687957
BE.TEC.BE.TEC.B1,4.605685,50.667928,966,145.712006
BE.TEC.BE.TEC.B1,4.605127,50.667626,967,145.782435
BE.TEC.BE.TEC.B1,4.604924,50.667519,968,145.807963
BE.TEC.BE.TEC.B1,4.604688,50.667408,969,145.836939
BE.TEC.BE.TEC.B1,4.604310,50.667277,970,145.881363
BE.TEC.BE.TEC.B1,4.604072,50.667196,971,145.909305
BE.TEC.BE.TEC.B1,4.603693,50.667101,972,145.952708
BE.TEC.BE.TEC.B1,4.603580,50.667073,973,145.965669
BE.TEC.BE.TEC.B1,4.603416,50.667033,974,145.984382
BE.TEC.BE.TEC.B1,4.603186,50.666968,975,146.010929
BE.TEC.BE.TEC.B1,4.602955,50.666888,976,146.038131
BE.TEC.BE.TEC.B1,4.602756,50.666804,977,146.062050
BE.TEC.BE.TEC.B1,4.602613,50.666737,978,146.079620
BE.TEC.BE.TEC.B1,4.602440,50.666646,979,146.101387
BE.TEC.BE.TEC.B1,4.602150,50.666477,980,146.138677
BE.TEC.BE.TEC.B1,4.601900,50.666305,981,146.172237
BE.TEC.BE.TEC.B1,4.601044,50.665777,982,146.283933
BE.TEC.BE.TEC.B1,4.600711,50.665634,983,146.324255
BE.TEC.BE.TEC.B1,4.600539,50.665551,984,146.345426
BE.TEC.BE.TEC.B1,4.600340,50.665456,985,146.369885
BE.TEC.BE.TEC.B1,4.600187,50.665393,986,146.388312
BE.TEC.BE.TEC.B1,4.600047,50.665352,987,146.404456
BE.TEC.BE.TEC.B1,4.599944,50.665332,988,146.416187
BE.TEC.BE.TEC.B1,4.599791,50.665310,989,146.433284
BE.TEC.BE.TEC.B1,4.599125,50.665292,990,146.507332
BE.TEC.BE.TEC.B1,4.598908,50.665283,991,146.531443
BE.TEC.BE.TEC.B1,4.598713,50.665264,992,146.553314
BE.TEC.BE.TEC.B1,4.598562,50.665260,993,146.570078
BE.TEC.BE.TEC.B1,4.598354,50.665249,994,146.593183
BE.TEC.BE.TEC.B1,4.598085,50.665219,995,146.623230
BE.TEC.BE.TEC.B1,4.597877,50.665199,996,146.646475
BE.TEC.BE.TEC.B1,4.597687,50.665164,997,146.668002
BE.TEC.BE.TEC.B1,4.597466,50.665120,998,146.692961
BE.TEC.BE.TEC.B1,4.597213,50.665066,999,146.721751
BE.TEC.BE.TEC.B1,4.596981,50.665005,1000,146.748351
BE.TEC.BE.TEC.B1,4.596616,50.664885,1001,146.791084
BE.TEC.BE.TEC.B1,4.595391,50.664470,1002,146.934760
BE.TEC.BE.TEC.B1,4.594375,50.664125,1003,147.053997
BE.TEC.BE.TEC.B1,4.594008,50.664007,1004,147.096802
BE.TEC.BE.TEC.B1,4.593554,50.663906,1005,147.148466
BE.TEC.BE.TEC.B1,4.593525,50.663900,1006,147.151788
BE.TEC.BE.TEC.B1,4.593326,50.663864,1007,147.174230
BE.TEC.BE.TEC.B1,4.593131,50.663842,1008,147.196035
BE.TEC.BE.TEC.B1,4.592925,50.663827,1009,147.218954
BE.TEC.BE.TEC.B1,4.592718,50.663825,1010,147.242013
BE.TEC.BE.TEC.B1,4.592532,50.663831,1011,147.262649
BE.TEC.BE.TEC.B1,4.592309,50.663851,1012,147.287555
BE.TEC.BE.TEC.B1,4.591909,50.663905,1013,147.332369
BE.TEC.BE.TEC.B1,4.591557,50.663992,1014,147.372695
BE.TEC.BE.TEC.B1,4.591308,50.664069,1015,147.401673
BE.TEC.BE.TEC.B1,4.591147,50.664119,1016,147.420387
BE.TEC.BE.TEC.B1,4.590943,50.664215,1017,147.445412
BE.TEC.BE.TEC.B1,4.590641,50.664423,1018,147.486139
BE.TEC.BE.TEC.B1,4.590484,50.664571,1019,147.510023
BE.TEC.BE.TEC.B1,4.590367,50.664700,1020,147.529335
BE.TEC.BE.TEC.B1,4.590275,50.664849,1021,147.548774
BE.TEC.BE.TEC.B1,4.590195,50.664995,1022,147.567249
BE.TEC.BE.TEC.B1,4.590149,50.665118,1023,147.581762
BE.TEC.BE.TEC.B1,4.590086,50.665340,1024,147.607352
BE.TEC.BE.TEC.B1,4.590043,50.665516,1025,147.627445
BE.TEC.BE.TEC.B1,4.590028,50.665578,1026,147.634509
BE.TEC.BE.TEC.B1,4.590008,50.665654,1027,147.643208
BE.TEC.BE.TEC.B1,4.589997,50.665698,1028,147.648198
BE.TEC.BE.TEC.B1,4.589928,50.666048,1029,147.687766
BE.TEC.BE.TEC.B1,4.589885,50.666346,1030,147.721104
BE.TEC.BE.TEC.B1,4.589853,50.666721,1031,147.762774
BE.TEC.BE.TEC.B1,4.589835,50.667068,1032,147.801225
BE.TEC.BE.TEC.B1,4.589814,50.667377,1033,147.835560
BE.TEC.BE.TEC.B1,4.589821,50.667452,1034,147.843940
BE.TEC.BE.TEC.B1,4.589834,50.667588,1035,147.858996
BE.TEC.BE.TEC.B1,4.589926,50.668030,1036,147.909073
BE.TEC.BE.TEC.B1,4.589938,50.668133,1037,147.920582
BE.TEC.BE.TEC.B1,4.590018,50.668846,1038,148.000005
BE.TEC.BE.TEC.B1,4.590005,50.669014,1039,148.018714
BE.TEC.BE.TEC.B1,4.589997,50.669089,1040,148.027087
BE.TEC.BE.TEC.B1,4.589986,50.669201,1041,148.039501
BE.TEC.BE.TEC.B1,4.589956,50.669340,1042,148.055318
BE.TEC.BE.TEC.B1,4.589952,50.669359,1043,148.057426
BE.TEC.BE.TEC.B1,4.589889,50.669520,1044,148.076543
BE.TEC.BE.TEC.B1,4.589818,50.669639,1045,148.091938
BE.TEC.BE.TEC.B1,4.589736,50.669756,1046,148.107758
BE.TEC.BE.TEC.B1,4.589623,50.669908,1047,148.128782
BE.TEC.BE.TEC.B1,4.589505,50.670025,1048,148.147218
BE.TEC.BE.TEC.B1,4.589234,50.670274,1049,148.188049
BE.TEC.BE.TEC.B1,4.589037,50.670417,1050,148.215046
BE.TEC.BE.TEC.B1,4.588955,50.670470,1051,148.225909
BE.TEC.BE.TEC.B1,4.588746,50.670593,1052,148.252826
BE.TEC.BE.TEC.B1,4.588467,50.670715,1053,148.286648
BE.TEC.BE.TEC.B1,4.588215,50.670803,1054,148.316244
BE.TEC.BE.TEC.B1,4.587913,50.670878,1055,148.350822
BE.TEC.BE.TEC.B1,4.587597,50.670949,1056,148.386817
BE.TEC.BE.TEC.B1,4.587198,50.671022,1057,148.431911
BE.TEC.BE.TEC.B1,4.587089,50.671039,1058,148.444138
BE.TEC.BE.TEC.B1,4.586068,50.671205,1059,148.559052
BE.TEC.BE.TEC.B1,4.585598,50.671271,1060,148.611796
BE.TEC.BE.TEC.B1,4.585199,50.671337,1061,148.656799
BE.TEC.BE.TEC.B1,4.584803,50.671426,1062,148.701882
BE.TEC.BE.TEC.B1,4.584486,50.671503,1063,148.738072
BE.TEC.BE.TEC.B1,4.584285,50.671561,1064,148.761352
BE.TEC.BE.TEC.B1,4.583922,50.671693,1065,148.804245
BE.TEC.BE.TEC.B1,4.583707,50.671795,1066,148.830690
BE.TEC.BE.TEC.B1,4.583492,50.671906,1067,148.857579
BE.TEC.BE.TEC.B1,4.583357,50.672007,1068,148.876322
BE.TEC.BE.TEC.B1,4.583206,50.672133,1069,148.898128
BE.TEC.BE.TEC.B1,4.583042,50.672295,1070,148.923719
BE.TEC.BE.TEC.B1,4.582793,50.672603,1071,148.967624
BE.TEC.BE.TEC.B1,4.582679,50.672764,1072,148.989450
BE.TEC.BE.TEC.B1,4.582591,50.672922,1073,149.009558
BE.TEC.BE.TEC.B1,4.582532,50.673039,1074,149.024023
BE.TEC.BE.TEC.B1,4.582467,50.673192,1075,149.042430
BE.TEC.BE.TEC.B1,4.582212,50.673872,1076,149.122939
BE.TEC.BE.TEC.B1,4.582085,50.674175,1077,149.159317
BE.TEC.BE.TEC.B1,4.581984,50.674466,1078,149.193492
BE.TEC.BE.TEC.B1,4.581980,50.674475,1079,149.194584
BE.TEC.BE.TEC.B1,4.581887,50.674698,1080,149.221352
BE.TEC.BE.TEC.B1,4.581797,50.674856,1081,149.241517
BE.TEC.BE.TEC.B1,4.581695,50.675019,1082,149.262880
BE.TEC.BE.TEC.B1,4.581664,50.675054,1083,149.268026
BE.TEC.BE.TEC.B1,4.581566,50.675163,1084,149.284304
BE.TEC.BE.TEC.B1,4.581452,50.675298,1085,149.303876
BE.TEC.BE.TEC.B1,4.581417,50.675341,1086,149.310041
BE.TEC.BE.TEC.B1,4.581277,50.675516,1087,149.334876
BE.TEC.BE.TEC.B1,4.581199,50.675606,1088,149.348087
BE.TEC.BE.TEC.B1,4.581055,50.675757,1089,149.371214
BE.TEC.BE.TEC.B1,4.580887,50.675950,1090,149.399648
BE.TEC.BE.TEC.B1,4.580700,50.676154,1091,149.430255
BE.TEC.BE.TEC.B1,4.580410,50.676444,1092,149.475835
BE.TEC.BE.TEC.B1,4.580127,50.676719,1093,149.519626
BE.TEC.BE.TEC.B1,4.579691,50.677125,1094,149.585747
BE.TEC.BE.TEC.B1,4.579562,50.677249,1095,149.605506
BE.TEC.BE.TEC.B1,4.579397,50.677408,1096,149.630978
BE.TEC.BE.TEC.B1,4.578971,50.677808,1097,149.695794
BE.TEC.BE.TEC.B1,4.578881,50.677904,1098,149.710424
BE.TEC.BE.TEC.B1,4.578836,50.677950,1099,149.717587
BE.TEC.BE.TEC.B1,4.611170,50.670904,1100,153.394555
BE.TEC.BE.TEC.B1,4.611102,50.670888,1101,153.402283
BE.TEC.BE.TEC.B1,4.611050,50.670863,1102,153.408771
BE.TEC.BE.TEC.B1,4.611007,50.670837,1103,153.414297
BE.TEC.BE.TEC.B1,4.610924,50.670786,1104,153.425145
BE.TEC.BE.TEC.B1,4.610424,50.670425,1105,153.493599
BE.TEC.BE.TEC.B1,4.610196,50.670260,1106,153.524897
BE.TEC.BE.TEC.B1,4.609858,50.670015,1107,153.571163
BE.TEC.BE.TEC.B1,4.609779,50.669956,1108,153.582116
BE.TEC.BE.TEC.B1,4.609133,50.669426,1109,153.674811
BE.TEC.BE.TEC.B1,4.609074,50.669377,1110,153.683390
BE.TEC.BE.TEC.B1,4.609041,50.669354,1111,153.687837
BE.TEC.BE.TEC.B1,4.569345,50.671220,1112,158.103919
BE.TEC.BE.TEC.B1,4.569404,50.671187,1113,158.111442
BE.TEC.BE.TEC.B1,4.569479,50.671172,1114,158.119906
BE.TEC.BE.TEC.B1,4.569561,50.671168,1115,158.129068
BE.TEC.BE.TEC.B1,4.569637,50.671186,1116,158.137785
BE.TEC.BE.TEC.B1,4.569678,50.671204,1117,158.142756
BE.TEC.BE.TEC.B1,4.569707,50.671225,1118,158.146767
BE.TEC.BE.TEC.B1,4.569731,50.671243,1119,158.150028
BE.TEC.BE.TEC.B1,4.569752,50.671269,1120,158.153715
BE.TEC.BE.TEC.B1,4.569757,50.671309,1121,158.158205
BE.TEC.BE.TEC.B1,4.569734,50.671367,1122,158.165132
BE.TEC.BE.TEC.B1,4.569734,50.671367,1123,158.165132
BE.TEC.BE.TEC.B1,4.570038,50.671393,1124,158.199056
BE.TEC.BE.TEC.B1,4.570250,50.671411,1125,158.222697
BE.TEC.BE.TEC.B1,4.570364,50.671417,1126,158.235411
BE.TEC.BE.TEC.B1,4.570504,50.671457,1127,158.251564
BE.TEC.BE.TEC.B1,4.570512,50.671460,1128,158.252461
BE.TEC.BE.TEC.B1,4.570567,50.671481,1129,158.259038
BE.TEC.BE.TEC.B1,4.570671,50.671522,1130,158.271495
BE.TEC.BE.TEC.B1,4.570788,50.671570,1131,158.285529
BE.TEC.BE.TEC.B1,4.570875,50.671605,1132,158.295931
BE.TEC.BE.TEC.B1,4.571050,50.671707,1133,158.318400
BE.TEC.BE.TEC.B1,4.571195,50.671802,1134,158.337679
BE.TEC.BE.TEC.B1,4.572519,50.672668,1135,158.513287
BE.TEC.BE.TEC.B1,4.572910,50.672930,1136,158.565486
BE.TEC.BE.TEC.B1,4.573777,50.673511,1137,158.681426
BE.TEC.BE.TEC.B1,4.574035,50.673682,1138,158.715807
BE.TEC.BE.TEC.B1,4.574375,50.673903,1139,158.760762
BE.TEC.BE.TEC.B1,4.574469,50.673960,1140,158.772979
BE.TEC.BE.TEC.B1,4.569734,50.671367,1141,159.372453
BE.TEC.BE.TEC.B1,4.569696,50.671400,1142,159.378010
BE.TEC.BE.TEC.B1,4.569608,50.671444,1143,159.389015
BE.TEC.BE.TEC.B1,4.569517,50.671448,1144,159.399082
BE.TEC.BE.TEC.B1,4.569476,50.671445,1145,159.403682
BE.TEC.BE.TEC.B1,4.569439,50.671441,1146,159.407758
BE.TEC.BE.TEC.B1,4.569404,50.671431,1147,159.411802
BE.TEC.BE.TEC.B1,4.569404,50.671431,1148,159.411802
BE.TEC.BE.TEC.B1,4.569337,50.671382,1149,159.421018
BE.TEC.BE.TEC.B1,4.569305,50.671344,1150,159.426558
BE.TEC.BE.TEC.B1,4.569300,50.671301,1151,159.431315
BE.TEC.BE.TEC.B1,4.569314,50.671258,1152,159.436333
BE.TEC.BE.TEC.B1,4.569345,50.671220,1153,159.441748
BE.TEC.BE.TEC.B1,4.824342,50.671332,1154,187.778372
BE.TEC.BE.TEC.B1,4.824377,50.671326,1155,187.782341
BE.TEC.BE.TEC.B1,4.824423,50.671323,1156,187.787464
BE.TEC.BE.TEC.B1,4.824475,50.671322,1157,187.793198
BE.TEC.BE.TEC.B1,4.824514,50.671322,1158,187.797488
BE.TEC.BE.TEC.B1,4.824543,50.671322,1159,187.800711
BE.TEC.BE.TEC.B1,4.824576,50.671328,1160,187.804459
BE.TEC.BE.TEC.B1,4.824628,50.671350,1161,187.810771
BE.TEC.BE.TEC.B1,4.824657,50.671362,1162,187.814258
BE.TEC.BE.TEC.B1,4.824675,50.671379,1163,187.816990
BE.TEC.BE.TEC.B1,4.824690,50.671396,1164,187.819455
BE.TEC.BE.TEC.B1,4.824701,50.671410,1165,187.821443
BE.TEC.BE.TEC.B1,4.824712,50.671433,1166,187.824317
BE.TEC.BE.TEC.B1,4.824716,50.671466,1167,187.827993
BE.TEC.BE.TEC.B1,4.824711,50.671489,1168,187.830577
BE.TEC.BE.TEC.B1,4.824695,50.671512,1169,187.833637
BE.TEC.BE.TEC.B1,4.824673,50.671533,1170,187.837018
BE.TEC.BE.TEC.B1,4.824650,50.671549,1171,187.840186
BE.TEC.BE.TEC.B1,4.824617,50.671565,1172,187.844254
BE.TEC.BE.TEC.B1,4.824587,50.671574,1173,187.847750
BE.TEC.BE.TEC.B1,4.569538,50.672197,1174,216.190088
BE.TEC.BE.TEC.B1,4.569353,50.671757,1175,216.243034
BE.TEC.BE.TEC.B1,4.569360,50.671608,1176,216.259513
BE.TEC.BE.TEC.B1,4.569404,50.671431,1177,216.279787
BE.TEC.BE.TEC.B1,4.569538,50.672197,1178,216.365978
BE.TEC.BE.TEC.B1,4.569425,50.672215,1179,216.378707
BE.TEC.BE.TEC.B1,4.569322,50.672237,1180,216.390457
BE.TEC.BE.TEC.B1,4.569260,50.672270,1181,216.398183
BE.TEC.BE.TEC.B1,4.569176,50.672372,1182,216.412874
BE.TEC.BE.TEC.B1,4.568895,50.672717,1183,216.462262
BE.TEC.BE.TEC.B1,4.568829,50.672831,1184,216.476838
BE.TEC.BE.TEC.B1,4.568806,50.672897,1185,216.484593
BE.TEC.BE.TEC.B1,4.568812,50.672918,1186,216.487094
BE.TEC.BE.TEC.B1,4.568834,50.672939,1187,216.490433
BE.TEC.BE.TEC.B1,4.568886,50.672966,1188,216.496934
BE.TEC.BE.TEC.B1,4.568943,50.672980,1189,216.503437
BE.TEC.BE.TEC.B1,4.568977,50.672980,1190,216.507261
BE.TEC.BE.TEC.B1,4.569009,50.672968,1191,216.510982
BE.TEC.BE.TEC.B1,4.569070,50.672929,1192,216.519039
BE.TEC.BE.TEC.B1,4.569211,50.672779,1193,216.541878
BE.TEC.BE.TEC.B1,4.569394,50.672560,1194,216.573534
BE.TEC.BE.TEC.B1,4.569478,50.672470,1195,216.587229
BE.TEC.BE.TEC.B1,4.569549,50.672416,1196,216.597093
BE.TEC.BE.TEC.B1,4.569619,50.672398,1197,216.605201
BE.TEC.BE.TEC.B1,4.569538,50.672197,1198,216.629190
BE.TEC.BE.TEC.B1,4.824587,50.671574,1199,244.971529
BE.TEC.BE.TEC.B1,4.824554,50.671583,1200,244.975269
BE.TEC.BE.TEC.B1,4.824513,50.671589,1201,244.979917
BE.TEC.BE.TEC.B1,4.824468,50.671592,1202,244.984847
BE.TEC.BE.TEC.B1,4.824425,50.671590,1203,244.989662
BE.TEC.BE.TEC.B1,4.824372,50.671581,1204,244.995618
BE.TEC.BE.TEC.B1,4.824333,50.671569,1205,245.000202
BE.TEC.BE.TEC.B1,4.824302,50.671555,1206,245.003935
BE.TEC.BE.TEC.B1,4.824274,50.671538,1207,245.007667
BE.TEC.BE.TEC.B1,4.824247,50.671515,1208,245.011539
BE.TEC.BE.TEC.B1,4.824229,50.671494,1209,245.014627
BE.TEC.BE.TEC.B1,4.824218,50.671475,1210,245.017056
BE.TEC.BE.TEC.B1,4.824212,50.671449,1211,245.020006
BE.TEC.BE.TEC.B1,4.824218,50.671423,1212,245.022954
BE.TEC.BE.TEC.B1,4.824229,50.671399,1213,245.025928
BE.TEC.BE.TEC.B1,4.824249,50.671376,1214,245.029250
BE.TEC.BE.TEC.B1,4.824279,50.671356,1215,245.033301
BE.TEC.BE.TEC.B1,4.824308,50.671343,1216,245.036839
BE.TEC.BE.TEC.B1,4.824342,50.671332,1217,245.040788
BE.TEC.BE.TEC.B1,4.824587,50.671574,1218,245.078918
BE.TEC.BE.TEC.B1,4.824672,50.671688,1219,245.094728
