shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BE.TEC.BE.TEC.B1,4.631436,50.662949,406,93.515905
BE.TEC.BE.TEC.B1,4.631378,50.662966,407,93.522562
BE.TEC.BE.TEC.B1,4.631317,50.662977,408,93.529496
BE.TEC.BE.TEC.B1,4.631254,50.662980,409,93.536542
BE.TEC.BE.TEC.B1,4.631222,50.662979,410,93.540103
BE.TEC.BE.TEC.B1,4.630259,50.664307,411,93.721976
BE.TEC.BE.TEC.B1,4.630178,50.664419,412,93.737411
BE.TEC.BE.TEC.B1,4.627863,50.667613,413,94.174751
BE.TEC.BE.TEC.B1,4.627818,50.667676,414,94.183406
BE.TEC.BE.TEC.B1,4.627490,50.668111,415,94.243746
BE.TEC.BE.TEC.B1,4.627423,50.668213,416,94.257304
BE.TEC.BE.TEC.B1,4.627368,50.668298,417,94.268520
BE.TEC.BE.TEC.B1,4.627425,50.668405,418,94.281973
BE.TEC.BE.TEC.B1,4.627402,50.668540,419,94.297106
BE.TEC.BE.TEC.B1,4.627373,50.668572,420,94.301914
BE.TEC.BE.TEC.B1,4.627331,50.668611,421,94.308284
BE.TEC.BE.TEC.B1,4.627279,50.668644,422,94.315179
BE.TEC.BE.TEC.B1,4.627218,50.668671,423,94.322567
BE.TEC.BE.TEC.B1,4.627151,50.668691,424,94.330356
BE.TEC.BE.TEC.B1,4.627079,50.668704,425,94.338419
BE.TEC.BE.TEC.B1,4.627056,50.668705,426,94.340946
BE.TEC.BE.TEC.B1,4.627005,50.668708,427,94.346645
BE.TEC.BE.TEC.B1,4.626931,50.668704,428,94.354891
BE.TEC.BE.TEC.B1,4.626866,50.668693,429,94.362236
BE.TEC.BE.TEC.B1,4.626763,50.668659,430,94.374275
BE.TEC.BE.TEC.B1,4.626731,50.668645,431,94.378139
BE.TEC.BE.TEC.B1,4.626678,50.668612,432,94.385054
BE.TEC.BE.TEC.B1,4.626636,50.668574,433,94.391449
BE.TEC.BE.TEC.B1,4.626604,50.668531,434,94.397333
BE.TEC.BE.TEC.B1,4.626585,50.668485,435,94.402809
BE.TEC.BE.TEC.B1,4.626578,50.668438,436,94.408068
BE.TEC.BE.TEC.B1,4.626582,50.668409,437,94.411308
BE.TEC.BE.TEC.B1,4.626415,50.668370,438,94.430378
BE.TEC.BE.TEC.B1,4.626000,50.668236,439,94.478786
BE.TEC.BE.TEC.B1,4.625926,50.668213,440,94.487394
BE.TEC.BE.TEC.B1,4.624271,50.667698,441,94.679946
BE.TEC.BE.TEC.B1,4.624072,50.667624,442,94.703530
BE.TEC.BE.TEC.B1,4.623739,50.667478,443,94.743964
BE.TEC.BE.TEC.B1,4.623685,50.667453,444,94.750577
BE.TEC.BE.TEC.B1,4.623587,50.667407,445,94.762557
BE.TEC.BE.TEC.B1,4.623374,50.667298,446,94.789173
BE.TEC.BE.TEC.B1,4.623205,50.667197,447,94.810994
BE.TEC.BE.TEC.B1,4.623023,50.667097,448,94.834003
BE.TEC.BE.TEC.B1,4.622798,50.666954,449,94.863628
BE.TEC.BE.TEC.B1,4.622574,50.666794,450,94.894192
BE.TEC.BE.TEC.B1,4.622379,50.666632,451,94.922376
BE.TEC.BE.TEC.B1,4.621996,50.666281,452,94.979991
BE.TEC.BE.TEC.B1,4.621114,50.665410,453,95.117494
BE.TEC.BE.TEC.B1,4.620167,50.664479,454,95.264872
BE.TEC.BE.TEC.B1,4.620054,50.664365,455,95.282657
BE.TEC.BE.TEC.B1,4.619961,50.664249,456,95.299146
BE.TEC.BE.TEC.B1,4.619933,50.664244,457,95.302341
BE.TEC.BE.TEC.B1,4.619909,50.664239,458,95.305087
BE.TEC.BE.TEC.B1,4.619884,50.664236,459,95.307792
BE.TEC.BE.TEC.B1,4.619860,50.664228,460,95.310610
BE.TEC.BE.TEC.B1,4.619844,50.664221,461,95.312602
BE.TEC.BE.TEC.B1,4.619832,50.664212,462,95.314242
BE.TEC.BE.TEC.B1,4.619824,50.664205,463,95.315414
BE.TEC.BE.TEC.B1,4.619816,50.664198,464,95.316647
BE.TEC.BE.TEC.B1,4.619812,50.664190,465,95.317585
BE.TEC.BE.TEC.B1,4.619800,50.664173,466,95.319934
BE.TEC.BE.TEC.B1,4.619790,50.664154,467,95.322348
BE.TEC.BE.TEC.B1,4.619791,50.664129,468,95.325068
BE.TEC.BE.TEC.B1,4.619797,50.664117,469,95.326599
BE.TEC.BE.TEC.B1,4.619810,50.664089,470,95.329981
BE.TEC.BE.TEC.B1,4.619716,50.663997,471,95.344691
BE.TEC.BE.TEC.B1,4.619360,50.663653,472,95.399562
BE.TEC.BE.TEC.B1,4.619109,50.663399,473,95.439210
BE.TEC.BE.TEC.B1,4.617995,50.662316,474,95.611520
BE.TEC.BE.TEC.B1,4.617540,50.661847,475,95.684051
BE.TEC.BE.TEC.B1,4.616739,50.661015,476,95.812151
BE.TEC.BE.TEC.B1,4.616395,50.660639,477,95.868733
BE.TEC.BE.TEC.B1,4.616243,50.660507,478,95.891003
BE.TEC.BE.TEC.B1,4.615981,50.660334,479,95.925923
BE.TEC.BE.TEC.B1,4.615891,50.660315,480,95.936117
BE.TEC.BE.TEC.B1,4.615816,50.660276,481,95.945559
BE.TEC.BE.TEC.B1,4.615780,50.660243,482,95.950937
BE.TEC.BE.TEC.B1,4.615780,50.660243,483,95.950937
BE.TEC.BE.TEC.B1,4.615763,50.660216,484,95.954441
BE.TEC.BE.TEC.B1,4.615749,50.660164,485,95.960462
BE.TEC.BE.TEC.B1,4.615756,50.660123,486,95.965002
BE.TEC.BE.TEC.B1,4.615777,50.660089,487,95.969489
BE.TEC.BE.TEC.B1,4.615798,50.660069,488,95.972677
BE.TEC.BE.TEC.B1,4.615852,50.660040,489,95.979462
BE.TEC.BE.TEC.B1,4.615887,50.660025,490,95.983727
BE.TEC.BE.TEC.B1,4.615977,50.660004,491,95.993932
BE.TEC.BE.TEC.B1,4.616069,50.660019,492,96.004286
BE.TEC.BE.TEC.B1,4.616154,50.660046,493,96.014188
BE.TEC.BE.TEC.B1,4.616220,50.660085,494,96.022717
BE.TEC.BE.TEC.B1,4.616263,50.660156,495,96.031984
BE.TEC.BE.TEC.B1,4.616240,50.660234,496,96.041000
BE.TEC.BE.TEC.B1,4.616211,50.660264,497,96.045567
BE.TEC.BE.TEC.B1,4.616269,50.660341,498,96.056142
BE.TEC.BE.TEC.B1,4.616432,50.660499,499,96.081392
BE.TEC.BE.TEC.B1,4.616505,50.660549,500,96.091177
BE.TEC.BE.TEC.B1,4.616673,50.660722,501,96.117946
BE.TEC.BE.TEC.B1,4.617501,50.661559,502,96.248573
BE.TEC.BE.TEC.B1,4.618221,50.662244,503,96.358832
BE.TEC.BE.TEC.B1,4.618531,50.662579,504,96.409473
BE.TEC.BE.TEC.B1,4.619288,50.663318,505,96.526886
BE.TEC.BE.TEC.B1,4.619538,50.663561,506,96.565527
BE.TEC.BE.TEC.B1,4.619847,50.663866,507,96.613659
BE.TEC.BE.TEC.B1,4.619909,50.663945,508,96.624835
BE.TEC.BE.TEC.B1,4.619982,50.664051,509,96.639133
BE.TEC.BE.TEC.B1,4.620004,50.664055,510,96.641676
BE.TEC.BE.TEC.B1,4.620037,50.664061,511,96.645317
BE.TEC.BE.TEC.B1,4.620064,50.664070,512,96.648510
BE.TEC.BE.TEC.B1,4.620075,50.664075,513,96.649868
BE.TEC.BE.TEC.B1,4.620092,50.664085,514,96.652008
BE.TEC.BE.TEC.B1,4.620108,50.664098,515,96.654367
BE.TEC.BE.TEC.B1,4.620118,50.664111,516,96.656111
BE.TEC.BE.TEC.B1,4.620124,50.664126,517,96.658009
BE.TEC.BE.TEC.B1,4.620128,50.664140,518,96.659589
BE.TEC.BE.TEC.B1,4.620129,50.664155,519,96.661190
BE.TEC.BE.TEC.B1,4.620125,50.664175,520,96.663510
BE.TEC.BE.TEC.B1,4.620221,50.664281,521,96.679466
BE.TEC.BE.TEC.B1,4.620421,50.664455,522,96.708807
BE.TEC.BE.TEC.B1,4.620737,50.664727,523,96.755066
BE.TEC.BE.TEC.B1,4.622234,50.666176,524,96.986197
BE.TEC.BE.TEC.B1,4.622288,50.666229,525,96.994585
BE.TEC.BE.TEC.B1,4.622685,50.666593,526,97.054421
BE.TEC.BE.TEC.B1,4.622813,50.666700,527,97.072893
BE.TEC.BE.TEC.B1,4.623017,50.666836,528,97.100093
BE.TEC.BE.TEC.B1,4.623191,50.666943,529,97.122798
BE.TEC.BE.TEC.B1,4.623314,50.667016,530,97.138629
BE.TEC.BE.TEC.B1,4.623413,50.667075,531,97.151424
BE.TEC.BE.TEC.B1,4.623627,50.667188,532,97.178323
BE.TEC.BE.TEC.B1,4.623761,50.667261,533,97.195276
BE.TEC.BE.TEC.B1,4.623794,50.667279,534,97.199426
BE.TEC.BE.TEC.B1,4.623964,50.667360,535,97.220423
BE.TEC.BE.TEC.B1,4.624098,50.667418,536,97.236589
BE.TEC.BE.TEC.B1,4.624170,50.667448,537,97.245277
BE.TEC.BE.TEC.B1,4.624229,50.667472,538,97.252313
BE.TEC.BE.TEC.B1,4.624442,50.667544,539,97.277346
BE.TEC.BE.TEC.B1,4.625708,50.667953,540,97.425071
BE.TEC.BE.TEC.B1,4.626427,50.668171,541,97.508540
BE.TEC.BE.TEC.B1,4.626581,50.668226,542,97.526698
BE.TEC.BE.TEC.B1,4.626677,50.668264,543,97.538226
BE.TEC.BE.TEC.B1,4.626729,50.668231,544,97.545041
BE.TEC.BE.TEC.B1,4.626790,50.668204,545,97.552428
BE.TEC.BE.TEC.B1,4.626796,50.668202,546,97.553195
BE.TEC.BE.TEC.B1,4.626857,50.668184,547,97.560218
BE.TEC.BE.TEC.B1,4.626870,50.668181,548,97.561706
BE.TEC.BE.TEC.B1,4.626928,50.668171,549,97.568281
BE.TEC.BE.TEC.B1,4.627002,50.668167,550,97.576518
BE.TEC.BE.TEC.B1,4.627076,50.668171,551,97.584753
BE.TEC.BE.TEC.B1,4.627109,50.668176,552,97.588426
BE.TEC.BE.TEC.B1,4.627145,50.668121,553,97.595779
BE.TEC.BE.TEC.B1,4.627194,50.668059,554,97.604474
BE.TEC.BE.TEC.B1,4.630959,50.662885,555,98.314090
BE.TEC.BE.TEC.B1,4.630937,50.662865,556,98.317406
BE.TEC.BE.TEC.B1,4.630910,50.662828,557,98.322447
BE.TEC.BE.TEC.B1,4.630893,50.662789,558,98.327159
BE.TEC.BE.TEC.B1,4.630887,50.662749,559,98.331658
BE.TEC.BE.TEC.B1,4.630892,50.662709,560,98.336160
BE.TEC.BE.TEC.B1,4.630909,50.662670,561,98.340865
BE.TEC.BE.TEC.B1,4.630935,50.662633,562,98.345898
BE.TEC.BE.TEC.B1,4.630964,50.662606,563,98.350241
BE.TEC.BE.TEC.B1,4.630972,50.662600,564,98.351356
BE.TEC.BE.TEC.B1,4.631017,50.662571,565,98.357257
BE.TEC.BE.TEC.B1,4.631069,50.662548,566,98.363600
BE.TEC.BE.TEC.B1,4.631126,50.662530,567,98.370268
BE.TEC.BE.TEC.B1,4.631188,50.662520,568,98.377191
BE.TEC.BE.TEC.B1,4.631229,50.662517,569,98.381821
BE.TEC.BE.TEC.B1,4.631829,50.661726,570,98.491896
BE.TEC.BE.TEC.B1,4.633446,50.659536,571,98.793875
BE.TEC.BE.TEC.B1,4.633482,50.659485,572,98.800734
BE.TEC.BE.TEC.B1,4.633759,50.659095,573,98.853778
BE.TEC.BE.TEC.B1,4.633834,50.659006,574,98.866707
BE.TEC.BE.TEC.B1,4.634053,50.658714,575,98.907131
BE.TEC.BE.TEC.B1,4.634113,50.658613,576,98.920225
BE.TEC.BE.TEC.B1,4.634167,50.658544,577,98.929841
BE.TEC.BE.TEC.B1,4.634142,50.658501,578,98.935392
BE.TEC.BE.TEC.B1,4.634118,50.658427,579,98.944025
BE.TEC.BE.TEC.B1,4.634131,50.658344,580,98.953311
BE.TEC.BE.TEC.B1,4.634157,50.658303,581,98.958727
BE.TEC.BE.TEC.B1,4.634214,50.658257,582,98.966802
BE.TEC.BE.TEC.B1,4.634314,50.658231,583,98.978349
BE.TEC.BE.TEC.B1,4.634398,50.658229,584,98.987632
BE.TEC.BE.TEC.B1,4.634519,50.658255,585,99.001409
BE.TEC.BE.TEC.B1,4.634560,50.658274,586,99.006461
BE.TEC.BE.TEC.B1,4.634618,50.658314,587,99.014213
BE.TEC.BE.TEC.B1,4.634645,50.658360,588,99.020145
BE.TEC.BE.TEC.B1,4.634662,50.658409,589,99.025961
BE.TEC.BE.TEC.B1,4.634790,50.658527,590,99.045273
BE.TEC.BE.TEC.B1,4.634839,50.658565,591,99.052169
BE.TEC.BE.TEC.B1,4.634980,50.658640,592,99.069894
BE.TEC.BE.TEC.B1,4.635280,50.658754,593,99.105484
BE.TEC.BE.TEC.B1,4.635547,50.658819,594,99.136066
BE.TEC.BE.TEC.B1,4.635712,50.658853,595,99.154751
BE.TEC.BE.TEC.B1,4.636084,50.658914,596,99.196722
BE.TEC.BE.TEC.B1,4.636305,50.658955,597,99.221699
BE.TEC.BE.TEC.B1,4.636451,50.658974,598,99.237981
BE.TEC.BE.TEC.B1,4.636660,50.658998,599,99.261412
BE.TEC.BE.TEC.B1,4.637117,50.658998,600,99.312229
BE.TEC.BE.TEC.B1,4.637704,50.658987,601,99.377405
BE.TEC.BE.TEC.B1,4.639298,50.658878,602,99.554948
BE.TEC.BE.TEC.B1,4.639582,50.658902,603,99.586669
BE.TEC.BE.TEC.B1,4.615780,50.660243,604,102.235850
BE.TEC.BE.TEC.B1,4.615495,50.660374,605,102.270645
BE.TEC.BE.TEC.B1,4.615326,50.660449,606,102.291220
BE.TEC.BE.TEC.B1,4.615199,50.660503,607,102.306561
BE.TEC.BE.TEC.B1,4.615067,50.660561,608,102.322509
BE.TEC.BE.TEC.B1,4.614962,50.660634,609,102.336741
BE.TEC.BE.TEC.B1,4.614811,50.660715,610,102.355830
BE.TEC.BE.TEC.B1,4.614620,50.660843,611,102.381324
BE.TEC.BE.TEC.B1,4.614471,50.661005,612,102.405751
BE.TEC.BE.TEC.B1,4.614377,50.661107,613,102.421131
BE.TEC.BE.TEC.B1,4.614293,50.661239,614,102.438499
BE.TEC.BE.TEC.B1,4.614153,50.661473,615,102.468740
BE.TEC.BE.TEC.B1,4.614074,50.661689,616,102.494218
BE.TEC.BE.TEC.B1,4.613995,50.661974,617,102.526964
BE.TEC.BE.TEC.B1,4.613944,50.662169,618,102.549267
BE.TEC.BE.TEC.B1,4.613884,50.662397,619,102.575390
BE.TEC.BE.TEC.B1,4.613843,50.662562,620,102.594220
BE.TEC.BE.TEC.B1,4.613701,50.663042,621,102.649713
BE.TEC.BE.TEC.B1,4.613662,50.663214,622,102.669179
BE.TEC.BE.TEC.B1,4.613566,50.663496,623,102.702208
BE.TEC.BE.TEC.B1,4.613533,50.663492,624,102.705835
BE.TEC.BE.TEC.B1,4.613498,50.663480,625,102.709981
BE.TEC.BE.TEC.B1,4.613469,50.663468,626,102.713401
BE.TEC.BE.TEC.B1,4.613441,50.663444,627,102.717527
BE.TEC.BE.TEC.B1,4.613414,50.663418,628,102.721670
BE.TEC.BE.TEC.B1,4.613395,50.663390,629,102.725391
BE.TEC.BE.TEC.B1,4.613393,50.663345,630,102.730439
BE.TEC.BE.TEC.B1,4.613408,50.663309,631,102.734783
BE.TEC.BE.TEC.B1,4.613427,50.663279,632,102.738696
BE.TEC.BE.TEC.B1,4.613472,50.663244,633,102.745019
BE.TEC.BE.TEC.B1,4.613517,50.663226,634,102.750427
BE.TEC.BE.TEC.B1,4.613555,50.663214,635,102.754826
BE.TEC.BE.TEC.B1,4.613604,50.663210,636,102.760286
BE.TEC.BE.TEC.B1,4.613662,50.663214,637,102.766798
BE.TEC.BE.TEC.B1,4.613566,50.663496,638,102.799826
BE.TEC.BE.TEC.B1,4.613613,50.663497,639,102.805062
BE.TEC.BE.TEC.B1,4.613671,50.663491,640,102.811588
BE.TEC.BE.TEC.B1,4.613722,50.663475,641,102.817502
BE.TEC.BE.TEC.B1,4.613769,50.663451,642,102.823382
BE.TEC.BE.TEC.B1,4.613810,50.663414,643,102.829542
BE.TEC.BE.TEC.B1,4.613833,50.663368,644,102.835173
BE.TEC.BE.TEC.B1,4.613831,50.663322,645,102.840218
BE.TEC.BE.TEC.B1,4.613800,50.663269,646,102.847078
BE.TEC.BE.TEC.B1,4.613736,50.663228,647,102.855530
BE.TEC.BE.TEC.B1,4.613662,50.663214,648,102.863861
BE.TEC.BE.TEC.B1,4.559485,50.664982,649,108.887504
BE.TEC.BE.TEC.B1,4.559678,50.665365,650,108.935083
BE.TEC.BE.TEC.B1,4.559977,50.665675,651,108.982748
BE.TEC.BE.TEC.B1,4.560668,50.666330,652,109.088416
BE.TEC.BE.TEC.B1,4.560990,50.666656,653,109.139253
BE.TEC.BE.TEC.B1,4.560801,50.666724,654,109.161543
BE.TEC.BE.TEC.B1,4.560253,50.666929,655,109.226566
BE.TEC.BE.TEC.B1,4.559289,50.667290,656,109.340858
BE.TEC.BE.TEC.B1,4.559275,50.667292,657,109.342414
BE.TEC.BE.TEC.B1,4.559261,50.667290,658,109.344039
BE.TEC.BE.TEC.B1,4.559149,50.667240,659,109.357678
BE.TEC.BE.TEC.B1,4.559050,50.667208,660,109.369197
BE.TEC.BE.TEC.B1,4.558875,50.667151,661,109.389686
BE.TEC.BE.TEC.B1,4.558686,50.667145,662,109.410653
BE.TEC.BE.TEC.B1,4.558366,50.667194,663,109.446670
BE.TEC.BE.TEC.B1,4.557847,50.667284,664,109.505127
BE.TEC.BE.TEC.B1,4.557499,50.667333,665,109.544245
BE.TEC.BE.TEC.B1,4.557376,50.667315,666,109.558020
BE.TEC.BE.TEC.B1,4.557130,50.667214,667,109.587537
BE.TEC.BE.TEC.B1,4.556830,50.667096,668,109.623384
BE.TEC.BE.TEC.B1,4.559485,50.664982,669,110.000084
BE.TEC.BE.TEC.B1,4.559031,50.665032,670,110.050823
BE.TEC.BE.TEC.B1,4.558711,50.665080,671,110.086842
BE.TEC.BE.TEC.B1,4.558419,50.665129,672,110.119730
BE.TEC.BE.TEC.B1,4.558155,50.665195,673,110.149961
BE.TEC.BE.TEC.B1,4.557877,50.665268,674,110.181870
BE.TEC.BE.TEC.B1,4.557712,50.665316,675,110.200935
BE.TEC.BE.TEC.B1,4.557491,50.665399,676,110.227193
BE.TEC.BE.TEC.B1,4.557298,50.665502,677,110.251502
BE.TEC.BE.TEC.B1,4.557272,50.665518,678,110.254888
BE.TEC.BE.TEC.B1,4.557118,50.665635,679,110.276388
BE.TEC.BE.TEC.B1,4.556978,50.665772,680,110.298066
BE.TEC.BE.TEC.B1,4.556889,50.665895,681,110.314909
BE.TEC.BE.TEC.B1,4.556787,50.666105,682,110.340815
BE.TEC.BE.TEC.B1,4.556735,50.666207,683,110.353490
BE.TEC.BE.TEC.B1,4.556669,50.666328,684,110.368692
BE.TEC.BE.TEC.B1,4.556668,50.666368,685,110.373159
BE.TEC.BE.TEC.B1,4.556665,50.666431,686,110.380188
BE.TEC.BE.TEC.B1,4.556704,50.667004,687,110.443721
BE.TEC.BE.TEC.B1,4.559485,50.664982,688,110.825382
BE.TEC.BE.TEC.B1,4.560010,50.664969,689,110.883728
BE.TEC.BE.TEC.B1,4.560387,50.664961,690,110.925666
BE.TEC.BE.TEC.B1,4.560594,50.664960,691,110.948636
BE.TEC.BE.TEC.B1,4.560708,50.664961,692,110.961305
BE.TEC.BE.TEC.B1,4.561241,50.665002,693,111.020676
BE.TEC.BE.TEC.B1,4.561401,50.665027,694,111.038710
BE.TEC.BE.TEC.B1,4.561527,50.665049,695,111.052937
BE.TEC.BE.TEC.B1,4.561664,50.665082,696,111.068525
BE.TEC.BE.TEC.B1,4.561920,50.665142,697,111.097819
BE.TEC.BE.TEC.B1,4.562847,50.665354,698,111.203414
BE.TEC.BE.TEC.B1,4.563640,50.665550,699,111.294176
BE.TEC.BE.TEC.B1,4.563991,50.665629,700,111.334197
BE.TEC.BE.TEC.B1,4.564134,50.665644,701,111.350094
BE.TEC.BE.TEC.B1,4.564328,50.665657,702,111.371805
BE.TEC.BE.TEC.B1,4.565039,50.665664,703,111.450763
BE.TEC.BE.TEC.B1,4.565325,50.665664,704,111.482556
BE.TEC.BE.TEC.B1,4.565595,50.665667,705,111.512595
BE.TEC.BE.TEC.B1,4.565915,50.665655,706,111.548137
BE.TEC.BE.TEC.B1,4.566081,50.665618,707,111.567062
BE.TEC.BE.TEC.B1,4.566227,50.665562,708,111.584363
BE.TEC.BE.TEC.B1,4.566273,50.665628,709,111.593251
BE.TEC.BE.TEC.B1,4.566360,50.665689,710,111.605116
BE.TEC.BE.TEC.B1,4.566477,50.665741,711,111.619277
BE.TEC.BE.TEC.B1,4.566807,50.665864,712,111.658457
BE.TEC.BE.TEC.B1,4.566968,50.665955,713,111.678911
BE.TEC.BE.TEC.B1,4.567063,50.666025,714,111.692032
BE.TEC.BE.TEC.B1,4.567122,50.666109,715,111.703452
BE.TEC.BE.TEC.B1,4.567186,50.666241,716,111.719732
BE.TEC.BE.TEC.B1,4.567279,50.666546,717,111.755066
BE.TEC.BE.TEC.B1,4.567424,50.666997,718,111.807537
BE.TEC.BE.TEC.B1,4.567714,50.667855,719,111.907909
BE.TEC.BE.TEC.B1,4.567900,50.668298,720,111.961114
BE.TEC.BE.TEC.B1,4.568810,50.670397,721,112.214645
BE.TEC.BE.TEC.B1,4.568901,50.670593,722,112.238595
BE.TEC.BE.TEC.B1,4.568920,50.670677,723,112.248192
BE.TEC.BE.TEC.B1,4.568965,50.670789,724,112.261578
BE.TEC.BE.TEC.B1,4.569078,50.670981,725,112.286206
BE.TEC.BE.TEC.B1,4.569184,50.671134,726,112.306886
BE.TEC.BE.TEC.B1,4.569345,50.671220,727,112.327122
BE.TEC.BE.TEC.B1,4.599942,50.664961,728,115.797189
BE.TEC.BE.TEC.B1,4.600420,50.664770,729,115.854361
BE.TEC.BE.TEC.B1,4.600770,50.664608,730,115.897169
BE.TEC.BE.TEC.B1,4.600859,50.664485,731,115.914012
BE.TEC.BE.TEC.B1,4.600962,50.664362,732,115.931821
BE.TEC.BE.TEC.B1,4.601018,50.664251,733,115.945601
BE.TEC.BE.TEC.B1,4.601027,50.664128,734,115.959250
BE.TEC.BE.TEC.B1,4.601007,50.663976,735,115.976316
BE.TEC.BE.TEC.B1,4.600955,50.663886,736,115.987831
BE.TEC.BE.TEC.B1,4.600898,50.663798,737,115.999437
BE.TEC.BE.TEC.B1,4.600768,50.663690,738,116.018114
BE.TEC.BE.TEC.B1,4.600551,50.663579,739,116.045241
BE.TEC.BE.TEC.B1,4.600334,50.663519,740,116.070264
BE.TEC.BE.TEC.B1,4.600136,50.663482,741,116.092677
BE.TEC.BE.TEC.B1,4.599919,50.663486,742,116.116774
BE.TEC.BE.TEC.B1,4.599752,50.663513,743,116.135506
BE.TEC.BE.TEC.B1,4.599611,50.663549,744,116.151711
BE.TEC.BE.TEC.B1,4.599451,50.663613,745,116.170855
BE.TEC.BE.TEC.B1,4.599332,50.663681,746,116.186103
BE.TEC.BE.TEC.B1,4.599241,50.663749,747,116.198695
BE.TEC.BE.TEC.B1,4.599113,50.663902,748,116.220758
BE.TEC.BE.TEC.B1,4.599069,50.663988,749,116.231445
BE.TEC.BE.TEC.B1,4.599048,50.664050,750,116.238720
BE.TEC.BE.TEC.B1,4.599049,50.664213,751,116.256853
BE.TEC.BE.TEC.B1,4.599103,50.664331,752,116.271211
BE.TEC.BE.TEC.B1,4.599144,50.664405,753,116.280590
BE.TEC.BE.TEC.B1,4.599213,50.664493,754,116.293007
BE.TEC.BE.TEC.B1,4.599349,50.664604,755,116.312514
BE.TEC.BE.TEC.B1,4.599504,50.664714,756,116.333542
BE.TEC.BE.TEC.B1,4.599696,50.664817,757,116.357767
BE.TEC.BE.TEC.B1,4.599942,50.664961,758,116.389380
BE.TEC.BE.TEC.B1,4.599942,50.664961,759,116.389380
BE.TEC.BE.TEC.B1,4.600074,50.665047,760,116.406943
BE.TEC.BE.TEC.B1,4.600263,50.665149,761,116.430776
BE.TEC.BE.TEC.B1,4.601177,50.665728,762,116.550899
BE.TEC.BE.TEC.B1,4.601365,50.665848,763,116.575668
BE.TEC.BE.TEC.B1,4.601758,50.666075,764,116.626004
BE.TEC.BE.TEC.B1,4.602122,50.666266,765,116.671652
BE.TEC.BE.TEC.B1,4.602523,50.666448,766,116.720636
BE.TEC.BE.TEC.B1,4.602901,50.666594,767,116.765637
BE.TEC.BE.TEC.B1,4.603057,50.666651,768,116.784064
BE.TEC.BE.TEC.B1,4.603166,50.666696,769,116.797182
BE.TEC.BE.TEC.B1,4.603320,50.666754,770,116.815477
BE.TEC.BE.TEC.B1,4.603472,50.666808,771,116.833287
BE.TEC.BE.TEC.B1,4.603591,50.666849,772,116.847371
BE.TEC.BE.TEC.B1,4.604092,50.667026,773,116.906332
BE.TEC.BE.TEC.B1,4.604470,50.667169,774,116.951228
BE.TEC.BE.TEC.B1,4.604772,50.667297,775,116.987704
BE.TEC.BE.TEC.B1,4.604956,50.667387,776,117.010467
BE.TEC.BE.TEC.B1,4.605174,50.667500,777,117.037706
BE.TEC.BE.TEC.B1,4.605275,50.667561,778,117.050771
BE.TEC.BE.TEC.B1,4.605425,50.667650,779,117.070104
BE.TEC.BE.TEC.B1,4.605656,50.667784,780,117.099845
BE.TEC.BE.TEC.B1,4.605860,50.667871,781,117.124374
BE.TEC.BE.TEC.B1,4.606006,50.667933,782,117.142069
BE.TEC.BE.TEC.B1,4.606214,50.668002,783,117.166379
BE.TEC.BE.TEC.B1,4.606341,50.668025,784,117.180776
BE.TEC.BE.TEC.B1,4.606502,50.668046,785,117.198758
BE.TEC.BE.TEC.B1,4.606657,50.668049,786,117.216052
BE.TEC.BE.TEC.B1,4.606766,50.668048,787,117.228098
BE.TEC.BE.TEC.B1,4.606921,50.668054,788,117.245400
BE.TEC.BE.TEC.B1,4.607105,50.668081,789,117.266058
BE.TEC.BE.TEC.B1,4.607198,50.668103,790,117.276625
BE.TEC.BE.TEC.B1,4.607507,50.668167,791,117.311654
BE.TEC.BE.TEC.B1,4.607846,50.668241,792,117.350309
BE.TEC.BE.TEC.B1,4.607969,50.668271,793,117.364346
BE.TEC.BE.TEC.B1,4.608187,50.668336,794,117.389559
BE.TEC.BE.TEC.B1,4.608409,50.668413,795,117.415700
BE.TEC.BE.TEC.B1,4.608848,50.668578,796,117.467761
BE.TEC.BE.TEC.B1,4.609056,50.668664,797,117.492772
BE.TEC.BE.TEC.B1,4.609250,50.668730,798,117.515498
BE.TEC.BE.TEC.B1,4.609457,50.668792,799,117.539605
BE.TEC.BE.TEC.B1,4.609580,50.668792,800,117.553217
BE.TEC.BE.TEC.B1,4.609627,50.668781,801,117.558557
BE.TEC.BE.TEC.B1,4.609782,50.668746,802,117.576286
BE.TEC.BE.TEC.B1,4.609891,50.668713,803,117.588964
BE.TEC.BE.TEC.B1,4.609928,50.668701,804,117.593254
BE.TEC.BE.TEC.B1,4.610158,50.668631,805,117.619974
BE.TEC.BE.TEC.B1,4.610207,50.668620,806,117.625508
BE.TEC.BE.TEC.B1,4.610250,50.668610,807,117.630407
BE.TEC.BE.TEC.B1,4.610290,50.668604,808,117.634967
BE.TEC.BE.TEC.B1,4.610364,50.668595,809,117.643251
BE.TEC.BE.TEC.B1,4.610431,50.668592,810,117.650602
BE.TEC.BE.TEC.B1,4.610468,50.668593,811,117.654737
BE.TEC.BE.TEC.B1,4.610900,50.668603,812,117.702821
BE.TEC.BE.TEC.B1,4.611107,50.668607,813,117.725796
BE.TEC.BE.TEC.B1,4.611665,50.668620,814,117.787797
BE.TEC.BE.TEC.B1,4.611793,50.668624,815,117.802075
